instance,prep,geo-feature,placename,sum,or,'label exp1','label exp 2','label exp 3','label exp 4'
' top path bend back but need',on,0,0,0,0,0,0,0,0
' need turn left gravel track',onto,0,0,0,0,2,1,1,0
' weekend unionist parti',At,0,1,1,1,0,0,0,0
' jim molyneaux said proposit talk start was',of,0,1,1,1,0,0,0,0
' start was rule articl  ',until,0,1,1,1,0,0,0,0
' jim molyneaux said proposit talk start was',of,0,1,1,1,0,0,0,0
' western end kinloch',At,2,0,2,1,2,1,1,0
' at western end kinloch bay anoth singl track',of,2,0,2,1,2,1,1,0
' time mallori becam part',At,2,2,4,1,0,0,0,0
' time mallori becam part regular rock climb scene',of,2,2,4,1,0,0,0,0
' regular rock climb scene centr pen pass snowdonia',around,2,2,4,1,2,1,1,0
' centr around pen pass snowdonia',in,2,2,4,1,2,1,1,0
' time fort',At,3,0,3,1,0,0,0,0
' at time fort ivingho beacon a meet',on,3,0,3,1,2,1,1,0
' thorneywood a field',At,3,0,3,1,2,1,1,0
' at thorneywood a field eight acr grass land',of,3,0,3,1,2,1,1,0
' at thorneywood a field eight acr grass land',of,3,0,3,1,0,0,0,0
' at thorneywood a field eight acr grass land',of,3,0,3,1,2,1,1,0
' enclos probabl centuri ago consent the king',by,3,0,3,1,0,0,0,0
' at thorneywood a field eight acr grass land',of,3,0,3,1,0,0,0,0
' west kensington lee want',At,1,0,1,1,2,1,1,0
' lee want get to roof sledg',on,1,0,1,1,2,1,1,0
' had assum posit expert advis said was',of,1,0,1,1,0,0,0,0
' was n sure tunnel',about,1,0,1,1,0,0,0,0
' westminst mps astonish',At,0,1,1,1,2,1,1,0
' westminst mps astonish',At,0,1,1,1,0,0,0,0
' astonish the appar suicid seem outgo colleagu',of,0,1,1,1,0,0,0,0
' a seem outgo colleagu problem',with,0,1,1,1,0,0,0,0
' athabasca a citi athabasca counti alberta canada',in,1,2,3,1,2,1,1,0
' left hand end the hous s',of,1,0,1,1,2,1,1,0
' left hand end the hous s',of,1,0,1,1,2,1,1,0
' audrey german beer stand  berlin',at,0,4,4,1,2,1,1,0
' audrey tulum ruin  riviera maya',at,1,1,2,1,2,1,1,0
' augustin beach florida hotel direct wide sand beach ',on,3,0,3,1,2,1,1,0
' direct wide sand beach  foot water slide pool',with,3,0,3,1,2,1,1,0
' aurora guido juliet find bodi',After,0,1,1,1,0,0,0,0
' guido juliet find bodi romeo henri o neill',of,0,1,1,1,0,0,0,0
' murdoch  billion offer consolid media read',for,0,1,1,1,0,0,0,0
' australia also saw tourist korea india itali',from,0,3,3,1,2,1,1,0
' zealand defenc forc personnel march dawn servic the',during,0,3,3,1,0,0,0,0
' march dawn servic the anzac commemor site',at,0,3,3,1,2,1,1,0
' march dawn servic the anzac commemor site',at,0,3,3,1,2,1,1,0
' anzac commemor site gallipoli turkey april  ',in,0,3,3,1,2,1,1,0
' site gallipoli turkey april  ',on,0,3,3,1,0,0,0,0
' book parrot olivi america',in,0,1,1,1,2,1,1,0
' australian matthew carney commit trial alleg bomb hoax',for,0,0,0,0,0,0,0,0
' matthew carney commit trial alleg bomb hoax',over,0,0,0,0,0,0,0,0
' australian muslim the first the world',among,0,1,1,1,0,0,0,0
' muslim among first world end ramadan',in,0,1,1,1,2,1,1,0
' world end ramadan new moon first appear',because,0,1,1,1,0,0,0,0
' muslim among first world end ramadan',in,0,1,1,1,2,1,1,0
' head commonwealth bay antarctica celebr mark',in,1,3,4,1,2,1,1,0
' commonwealth bay antarctica celebr mark cenetenari',for,1,3,4,1,0,0,0,0
' celebr mark cenetenari explor dougla mawson first',of,1,3,4,1,0,0,0,0
' first electr telegraph connect ran melbourn the nearbi port',from,1,3,4,1,2,1,1,0
' melbourn nearbi port williamstown the first messag',of,1,3,4,1,2,1,1,0
' first messag receiv march ',in,1,3,4,1,0,0,0,0
' austria itali  euro venic florenc milan',from,0,2,2,1,0,0,0,0
' austrian polic june  arrest seven peopl',on,0,1,1,1,0,0,0,0
' june  arrest seven peopl vienna charg carri',in,0,1,1,1,2,1,1,0
' austrian polic june  arrest seven peopl',on,0,1,1,1,0,0,0,0
' peopl vienna charg carri radioact materi consist',of,0,1,1,1,0,0,0,0
' peopl vienna charg carri radioact materi consist',of,0,1,1,1,0,0,0,0
' peopl vienna charg carri radioact materi consist',of,0,1,1,1,0,0,0,0
' june  arrest seven peopl vienna charg carri',in,0,1,1,1,1,1,0,1
' chain auto part store rosamond blvd',on,1,0,1,1,2,1,1,0
' april   rosamond   year they',In,2,4,6,1,0,0,0,0
'  in  year marri los angel',after,2,4,6,1,0,0,0,0
' april   rosamond   year they',In,2,4,6,1,2,1,1,0
' a brush cover butt one the western mojav',beside,2,4,6,1,2,1,1,0
' brush cover butt besid one western mojav desert',of,2,4,6,1,2,1,1,0
' brush cover butt besid one western mojav desert',of,2,4,6,1,0,0,0,0
' averag nmp growth forecast  in rang',for,0,0,0,0,0,0,0,0
' growth forecast  the rang  per',in,0,0,0,0,0,0,0,0
'  in rang  per cent ',of,0,0,0,0,0,0,0,0
' the rang  cent  per cent',per,0,0,0,0,0,0,0,0
' the rang  cent  per cent',per,0,0,0,0,0,0,0,0
' n be shi ubiquit bake potato',of,0,0,0,0,0,0,0,0
' danger inter tidal area estuari due deep',of,1,0,1,1,2,1,1,0
' away puls arteri east',from,0,1,1,1,2,1,1,0
' away that puls arteri east london sudden becam',of,0,1,1,1,2,1,1,0
' away hotel s plenti',from,2,0,2,1,2,1,1,0
' s plenti discov rambl cycl around',as,2,0,2,1,0,0,0,0
' you rambl cycl littl island car',around,2,0,2,1,2,1,1,0
' babi sit servic applic inhous babi sit',on,0,3,3,1,0,0,0,0
' join ever expand group babi australian anim wild',of,0,1,1,1,0,0,0,0
' group babi australian anim wild life sydney includ koala',at,0,1,1,1,2,1,1,0
' bake   minut bare',for,0,0,0,0,0,0,0,0
' bake   minut bare golden',until,0,0,0,0,0,0,0,0
' bake   hour until',for,0,0,0,0,0,0,0,0
'   hour a skewer insert the',until,0,0,0,0,0,0,0,0
' until skewer insert cake come clean',into,0,0,0,0,1,1,0,1
' bar spets town east main dapia harbor',of,5,2,7,1,2,1,1,0
' main dapia harbor sea road though the',on,5,2,7,1,2,1,1,0
' harbor sea road entranc from the',though,5,2,7,1,0,0,0,0
' road though entranc the parallel shop lane one',from,5,2,7,1,2,1,1,0
' ballyragget  small town freshford realli the tourist',near,1,2,3,1,2,1,1,0
' small town near freshford realli tourist trail',off,1,2,3,1,2,1,1,0
' bank america further behind',of,0,2,2,1,0,0,0,0
' bank america further',behind,0,2,2,1,1,1,0,1
' bank america set overhaul account',of,0,2,2,1,0,0,0,0
' bank argu chang acknowleg',against,0,1,1,1,0,0,0,0
' chang acknowleg need chang so support',for,0,1,1,1,0,0,0,0
' wong bank think care rate',on,0,0,0,0,0,0,0,0
' bank gorg ecb loan market cheer short',on,2,0,2,1,0,0,0,0
' bantu educ general allow black children',in,1,2,3,1,0,0,0,0
' bantu educ general allow black children',in,1,2,3,1,2,1,1,0
' bantu educ general allow black children',in,1,2,3,1,0,0,0,0
' bar aqua luna circular quay sourc',at,1,0,1,1,2,1,1,0
' barefoot pad cramp kitchen took',into,0,1,1,1,1,1,0,1
' kitchen took can coke the refriger',of,0,1,1,1,0,0,0,0
' took can coke refriger',from,0,1,1,1,1,1,0,1
' barnabi joyc toni windsor',on,0,1,1,1,0,0,0,0
' root a great evil britain high court ban',as,1,2,3,1,0,0,0,0
' scoop all bit paper flung into',of,0,1,1,1,0,0,0,0
' paper flung the air',into,0,1,1,1,1,1,0,1
' a histor southern town florida',in,1,2,3,1,2,1,1,0
' forest overlook jyelo river flower meadow mountain cliff',with,7,0,7,1,2,1,1,0
' mountain cliff glacier',around,7,0,7,1,2,1,1,0
' basic overview currenc london',of,0,1,1,1,0,0,0,0
' basic overview currenc london',in,0,1,1,1,0,0,0,0
' basic everyon rave leed day tuesday',about,0,0,0,0,0,0,0,0
' basic everyon rave leed day tuesday a',that,0,0,0,0,0,0,0,0
' tuesday comfort a littl uninspir',if,0,0,0,0,0,0,0,0
' basic was certain british offici alleg collud',about,0,0,0,0,0,0,0,0
' certain british offici alleg collud drug test avoid some',in,0,0,0,0,0,0,0,0
' collud drug test avoid meet the earli',at,0,0,0,0,0,0,0,0
' certain british offici alleg collud drug test avoid some',in,0,0,0,0,0,0,0,0
' abdul jalil khalaf said  percent the citi',than,2,1,3,1,0,0,0,0
' said than  percent citi under secur',of,2,1,3,1,2,1,1,0
' percent the citi secur forc control that',under,2,1,3,1,0,0,0,0
' secur forc control troop polic access',that,2,1,3,1,0,0,0,0
' said than  percent citi under secur',of,2,1,3,1,2,1,1,0
' bbc chief may cut part chat actress brigitt',of,0,0,0,0,0,0,0,0
' cut part a chat actress brigitt nielsen terri',between,0,0,0,0,0,0,0,0
' brigitt nielsen terri wogan is raunchi',because,0,0,0,0,0,0,0,0
' it too raunchi tv',for,0,0,0,0,0,0,0,0
' be guest glide plane  flugplatz',in,1,0,1,1,1,1,0,1
' glide plane  flugplatz haxterhoh hill south the',on,1,0,1,1,2,1,1,0
' be honest own feel',about,0,0,0,0,0,0,0,0
' be honest',with,0,0,0,0,0,0,0,0
' anoth forgiv other in christ god forgav',as,0,0,0,0,0,0,0,0
' forgiv other as christ god forgav',in,0,0,0,0,0,0,0,0
' be warn can a steep',that,0,0,0,0,0,0,0,0
' steep hard walk especi summer heat some',in,0,0,0,0,0,0,0,0
' walk especi summer heat and apart the',for,0,0,0,0,0,0,0,0
' heat some apart boat servic onli',from,0,0,0,0,0,0,0,0
' servic onli way foot',by,0,0,0,0,0,0,0,0
' bear diagon left uphil next field toward hous',across,1,1,2,1,2,1,1,0
' left uphil across next field hous',towards,1,1,2,1,2,1,1,0
' bear left slight uphil head right the tv',towards,0,1,1,1,2,1,1,0
' uphil head toward right tv mast',of,0,1,1,1,2,1,1,0
' left side the field cross',of,2,1,3,1,2,1,1,0
' left side the field cross',of,2,1,3,1,2,1,1,0
' beat g oz vegetarian stilton g oz soften butter one',with,1,0,1,1,0,0,0,0
' oz soften butter one tablespoon port one fine chop pear',of,1,0,1,1,0,0,0,0
' oz soften butter one tablespoon port one fine chop pear',of,1,0,1,1,0,0,0,0
' harbor hudson valley hudson valley new york roanok island roanok',in,2,2,4,1,2,1,1,0
' it size cost',Because,0,0,0,0,0,0,0,0
' becaus size cost copi',of,0,0,0,0,0,0,0,0
' size cost copi folio of necess confin',in,0,0,0,0,0,0,0,0
' becaus size cost copi',of,0,0,0,0,0,0,0,0
' becaus size cost copi',of,0,0,0,0,0,0,0,0
' the geographi hamelin',Because,4,0,4,1,0,0,0,0
' becaus geographi hamelin pool',of,4,0,4,1,0,0,0,0
' becaus geographi hamelin pool',of,4,0,4,1,2,1,1,0
' huge sea grass meadow coast pretti special',up,4,0,4,1,2,1,1,0
' pretti special water south the bay',in,4,0,4,1,2,1,1,0
' becaus geographi hamelin pool',of,4,0,4,1,2,1,1,0
' realli salti perfect spot stromatolit',for,4,0,4,1,0,0,0,0
' breviti echo an antholog short short stori brooklin massachusett',of,0,1,1,1,0,0,0,0
' good real ale pub limit rang food',with,0,1,1,1,0,0,0,0
' pub a limit rang food the even',of,0,1,1,1,0,0,0,0
' limit rang food even',in,0,1,1,1,0,0,0,0
' becom presid moral a',Before,0,0,0,0,0,0,0,0
' depart the expedit',Before,0,1,1,1,0,0,0,0
' befor depart expedit benghazi',on,0,1,1,1,0,0,0,0
' memorandum address the director militari train mehq',of,0,1,1,1,0,0,0,0
' director militari train mehq the futur',at,0,1,1,1,2,1,1,0
' befor depart expedit benghazi',on,0,1,1,1,0,0,0,0
' memorandum address the director militari train mehq',of,0,1,1,1,0,0,0,0
' complet sentenc carri',Before,2,0,2,1,0,0,0,0
' sentenc carri tumbl bed was limp',from,2,0,2,1,1,1,0,1
' sentenc carri tumbl bed was limp',from,2,0,2,1,1,1,0,1
' limp rapid the room state total naked',in,2,0,2,1,0,0,0,0
' room a state total naked',of,2,0,2,1,0,0,0,0
' john mari came',Before,0,0,0,0,0,0,0,0
' befor john mari came dustin ann',into,0,0,0,0,0,0,0,0
' ann the subject mani articl',of,0,0,0,0,0,0,0,0
' poll close commiss offici said',Before,0,0,0,0,0,0,0,0
' turnout appear be lower the first round',than,0,0,0,0,0,0,0,0
' appear be lower the first round ',in,0,0,0,0,0,0,0,0
' first round  cent elig voter cast',per,0,0,0,0,0,0,0,0
' round  per cent elig voter cast ballot',of,0,0,0,0,0,0,0,0
' reach great end howev follow',Before,1,2,3,1,2,1,1,0
' could speak howev jessi',Before,0,0,0,0,0,0,0,0
' could speak howev jessi whimper i sorri',at,0,0,0,0,0,0,0,0
' the end his mammoth',BEFORE,0,1,1,1,0,0,0,0
' befor the end mammoth product bird',of,0,1,1,1,0,0,0,0
' befor the end mammoth product bird',of,0,1,1,1,0,0,0,0
' befor the end mammoth product bird',of,0,1,1,1,0,0,0,0
' monograph toucan ever came view gould began plan',into,0,1,1,1,0,0,0,0
' margaret thatcher',Before,0,0,0,0,0,0,0,0
' begin bright earli',with,1,1,2,1,0,0,0,0
' the grassi northern escarp catbel time first',of,1,1,2,1,2,1,1,0
' grassi northern escarp catbel time first light rise',in,1,1,2,1,0,0,0,0
' escarp catbel time first light rise the',for,1,1,2,1,0,0,0,0
' time first light rise mountain',over,1,1,2,1,2,1,1,0
' behaviour observ measur outsid proposit',from,0,0,0,0,0,0,0,0
' the outsid proposit behaviour pattern readili testabl',about,0,0,0,0,0,0,0,0
' on back seat',Behind,1,0,1,1,1,1,0,1
' behind the back seat the',on,1,0,1,1,1,1,0,1
' on back seat bus four teenag argu',of,1,0,1,1,0,0,0,0
' bus four teenag argu loud cost the litr',over,1,0,1,1,0,0,0,0
' on back seat bus four teenag argu',of,1,0,1,1,0,0,0,0
' on back seat bus four teenag argu',of,1,0,1,1,0,0,0,0
' on back seat bus four teenag argu',of,1,0,1,1,0,0,0,0
' bottl vodka pass',between,1,0,1,1,1,1,0,1
' was vice presid',Behind,0,0,0,0,1,1,0,1
' was vice presid organis walter smyth',of,0,0,0,0,0,0,0,0
' among bog',Behind,5,1,6,1,2,1,1,0
' behind the bog the river',among,5,1,6,1,2,1,1,0
' behind among bog river plain the',of,5,1,6,1,2,1,1,0
' behind among bog the',that,5,1,6,1,0,0,0,0
' tramp children like',Behind,0,0,0,0,1,1,0,1
' behind tramp children miniatur adult small hoe stick',like,0,0,0,0,0,0,0,0
' miniatur adult small hoe stick their bundl',out,0,0,0,0,1,1,0,1
' adult small hoe stick their bundl',of,0,0,0,0,0,0,0,0
' trade lay two centuri',Behind,1,3,4,1,0,0,0,0
' trade lay two centuri growth europ atlant',of,1,3,4,1,0,0,0,0
' lay two centuri growth europ atlant trade',in,1,3,4,1,2,1,1,0
' europ atlant trade lead coloni slave',by,1,3,4,1,0,0,0,0
' four star hotel locat centr the cbd',in,4,0,4,1,2,1,1,0
' locat centr the cbd featur',of,4,0,4,1,2,1,1,0
' featur indoor swim pool well a turkish style',as,4,0,4,1,0,0,0,0
' modern state research the time come',at,1,0,1,1,0,0,0,0
' the time come increas scrutini the paymast',under,1,0,1,1,0,0,0,0
' time come increas scrutini paymast',from,1,0,1,1,0,0,0,0
' be south african feel home walk the beach',at,2,1,3,1,2,1,1,0
' feel home walk beach our dog',on,2,1,3,1,2,1,1,0
' home walk the beach dog',with,2,1,3,1,1,1,0,1
' bella mouth work furious click teeth',as,0,0,0,0,0,0,0,0
' she click teeth place',into,0,0,0,0,1,1,0,1
' traffic crawl bond',Below,0,0,0,0,1,1,0,1
' below traffic crawl bond street',down,0,0,0,0,2,1,1,0
' ben scoot row bench indiana',along,0,0,0,0,1,1,0,1
' ben scoot along row bench indiana jone flee',of,0,0,0,0,0,0,0,0
' bench indiana jone flee hundr thousand scream',from,0,0,0,0,0,0,0,0
' ben scoot along row bench indiana jone flee',of,0,0,0,0,0,0,0,0
' bench indiana jone flee hundr thousand scream',from,0,0,0,0,0,0,0,0
' ben scoot along row bench indiana jone flee',of,0,0,0,0,0,0,0,0
' imaginari bull whip settl comfort left shoulder no',over,0,0,0,0,1,1,0,1
' left shoulder no weight',at,0,0,0,0,0,0,0,0
' board which',Beneath,0,0,0,0,1,1,0,1
' beneath board men squat the',on,0,0,0,0,1,1,0,1
' south approach the',Beneath,2,2,4,1,2,1,1,0
' bridg a station light rail system see',for,2,2,4,1,0,0,0,0
' light rail system see metro that goe',By,2,2,4,1,2,1,1,0
' rail system see by metro goe oporto',below,2,2,4,1,2,1,1,0
' benn johannsen manag danish champion travel',of,0,1,1,1,0,0,0,0
' danish champion travel georgia linfield the first leg',with,0,1,1,1,0,0,0,0
' travel georgia linfield first leg he',for,0,1,1,1,0,0,0,0
' s too keen go back',on,0,1,1,1,0,0,0,0
' ben columbus ga',in,0,2,2,1,2,1,1,0
' combin utilitarian ethic theori hedonist psycholog theori accord',with,0,1,1,1,0,0,0,0
' theori accord which us necessarili seek maximis',of,0,1,1,1,0,0,0,0
' fruit tree plant',next,2,1,3,1,0,0,0,0
' she not talk',Besides,0,0,0,0,0,0,0,0
' besid did talk',if,0,0,0,0,0,0,0,0
' not talk him ever she talk',at,0,0,0,0,0,0,0,0
' she talk nobodi count communic',unless,0,0,0,0,0,0,0,0
' unless count communic aunt margaret  her',with,0,0,0,0,0,0,0,0
' introduc diseas have',Besides,0,0,0,0,0,0,0,0
' diseas have suffer demor qualiti as prowess',as,0,0,0,0,0,0,0,0
' diseas have suffer demor qualiti as prowess',as,0,0,0,0,0,0,0,0
' qualiti as prowess hunt tradit signific',in,0,0,0,0,0,0,0,0
' mani church still contain',Besides,1,0,1,1,0,0,0,0
' shryve stool place chosen priest the open',by,1,0,1,1,0,0,0,0
' place chosen priest the open the chancel',at,1,0,1,1,1,1,0,1
' priest open the chancel at',of,1,0,1,1,1,1,0,1
' place chosen priest the open the chancel',at,1,0,1,1,1,1,0,1
' place chosen priest the open the chancel',at,1,0,1,1,1,1,0,1
' priest open the chancel at',of,1,0,1,1,1,1,0,1
' bessi regent street',in,1,0,1,1,2,1,1,0
' do right ripsaw fall univers island adventur',at,1,2,3,1,2,1,1,0
' fall univers island adventur orlando fla',of,1,2,3,1,0,0,0,0
' short stori writer occasion teacher creativ write insofar it',of,0,0,0,0,0,0,0,0
' teacher creativ write insofar can taught',as,0,0,0,0,0,0,0,0
' bethesda the main a holyhead road',on,1,2,3,1,2,1,1,0
' main a holyhead road  mile south bangor',about,1,2,3,1,0,0,0,0
' road  mile south bangor',of,1,2,3,1,2,1,1,0
' bethlehem pennsylvania locat lehigh river  mile',along,3,3,6,1,2,1,1,0
' lehigh river  mile north philadelphia  mile west',of,3,3,6,1,2,1,1,0
' lehigh river  mile north philadelphia  mile west',of,3,3,6,1,2,1,1,0
' bethlehem pennsylvania locat lehigh river  mile',along,3,3,6,1,2,1,1,0
' lehigh valley metropolitan area along easton',with,3,3,6,1,2,1,1,0
'   ramsay journey',Between,0,3,3,1,0,0,0,0
'  ramsay journey itali extend period studi',for,0,3,3,1,0,0,0,0
' itali an extend period studi train francesco imperial',of,0,3,3,1,0,0,0,0
' extend period studi train francesco imperial rome',under,0,3,3,1,0,0,0,0
' studi train francesco imperial rome francesco solimena',in,0,3,3,1,2,1,1,0
' studi train francesco imperial rome francesco solimena',in,0,3,3,1,2,1,1,0
' flotat  sale',Between,2,0,2,1,0,0,0,0
' between flotat  sale peak',in,2,0,2,1,0,0,0,0
' between flotat  sale peak',in,2,0,2,1,0,0,0,0
' road the old',Between,3,0,3,1,2,1,1,0
' window drum',Between,0,0,0,0,1,1,0,1
' drum rich panel carv marbl slab ',in,0,0,0,0,0,0,0,0
' line turn right',Beyond,4,1,5,1,2,1,1,0
' beyond line turn right boundari road cross the',into,4,1,5,1,2,1,1,0
' right boundari road cross railway the wallington',over,4,1,5,1,2,1,1,0
' road cross railway the wallington carshalton boundari',on,4,1,5,1,2,1,1,0
' dune palm tree',Beyond,3,0,3,1,2,1,1,0
' beyond dune palm tree sea',of,3,0,3,1,0,0,0,0
' there onli hint',Beyond,2,2,4,1,2,1,1,0
' there onli hint rout old hedgerow',of,2,2,4,1,2,1,1,0
' hint the rout old hedgerow behind hous',in,2,2,4,1,2,1,1,0
' rout old hedgerow hous it disappear',behind,2,2,4,1,2,1,1,0
' old hedgerow behind hous again disappear time',before,2,2,4,1,0,0,0,0
' disappear time most line the old',under,2,2,4,1,2,1,1,0
' there onli hint rout old hedgerow',of,2,2,4,1,2,1,1,0
' line the old railway wolverton newport pagnel',between,2,2,4,1,2,1,1,0
' bhutto was tear gass led march',as,0,4,4,1,0,0,0,0
' she led march rawalpindi islamabad demand fresh',from,0,4,4,1,2,1,1,0
' she led march rawalpindi islamabad demand fresh',from,0,4,4,1,0,0,0,0
' elect ban islamabad defi order prevent',for,0,4,4,1,0,0,0,0
' she led march rawalpindi islamabad demand fresh',from,0,4,4,1,0,0,0,0
' from stage demonstr parliament squar',in,0,4,4,1,2,1,1,0
' art expert call sermon stone their messag would',in,1,2,3,1,1,1,0,1
' art expert call sermon stone their messag would',in,1,2,3,1,2,1,1,0
' motor scooter togeth downtown ho chi minh citi',in,0,2,2,1,2,1,1,0
' big cat run free britain  click to',in,0,1,1,1,2,1,1,0
' chatham kent i station raf st athan ',at,2,2,4,1,2,1,1,0
' station raf st athan    use',from,2,2,4,1,0,0,0,0
' chatham kent i station raf st athan ',at,2,2,4,1,2,1,1,0
' encourag seek support compani whose activ a',from,0,0,0,0,0,0,0,0
' expedit research conserv work provis product or',through,0,0,0,0,0,0,0,0
' conserv work provis product or servic',of,0,0,0,0,0,0,0,0
' bird dart tree tree chatter busili',from,2,0,2,1,1,1,0,1
' bishop order ensur prayer said everi',that,1,2,3,1,0,0,0,0
